The word T d 6 bit vector absence term	 The simplest way to express the TF of a word w in a document d is T Fw d  countw d  6 1 With the bit vector we only captured the presence or absence of a term ignoring the actual number of times that a term occurred.
Let’s represent dimension’s query document Figure	 Let’s add the count information back we will represent a document by a vector with as each dimension’s weight  That is the elements of both the query vector and the document vector will not be zeroes and ones but instead they will be the counts of a word in the query or the document as illustrated in Figure 6.
zeroes word query document 6 let’s look representation.	 That is the elements of both the query vector and the document vector will not be zeroes and ones but instead they will be the counts of a word in the query or the document as illustrated in Figure 6 7  Now let’s see what the formula would look like if we change this representation.
We model.	 We can see whether this would fix the problems of the bit vector VS model.
documents Figure vector exactly	 Look at the three documents again in Figure 6 8  The query vector is the same because all these words occurred exactly once in the query.
8.	8.
How prob lem Is way determine doesn’t content word	 How can we solve this prob lem in a general way Is there any way to determine which word should be treated more importantly and which word can be essentially ignored About doesn’t carry that much content so we should be able to ignore it  We call such a word a stop word.
If overall score d3	 If we can do that then we can expect that d2 will get an overall score of less than three while d3 will get a score of about three.
The document count documents term Here occur documents.	 The document frequency is the count of documents that contain a particular term  Here we say inverse document frequency because we actually want to reward a word that doesn’t occur in many documents.
The way incorporate multiplying IDF corresponding word Figure 6 9 We low	 The way to incorporate this into our vector is to modify the frequency count by multiplying it by the IDF of the corresponding word as shown in Figure 6 9  We can now penalize common words which generally have a low IDF and reward informative words that have a higher IDF.
defined	 IDF can be defined as IDFw M  1 dfw 6.
total number number containing w.	2 where M is the total number of documents in the collection and df  counts the document frequency the total number of documents containing w.
use linear diagonal shown IDF	 If we use a linear function like the diagonal line as shown in the figure it may not be as reasonable as the IDF function we just defined.
In Figure 12 seen scores reasonable.	 In Figure 6 12 we show all the five documents that we have seen before and their new scores using TFIDF weighting  We see the scores for the first four documents seem to be quite reasonable.
look formula query	 If you look at the formula carefully you will see it involves a sum over all the matched query terms.
The occurrence says lot goes Once word it’s likely	 The first occurrence of a term says a lot about matching of this term because it goes from a zero count to a count of one and that increase is very informative  Once we see a word in the document it’s very likely that the document is talking about this word.
Once document it’s word.	 Once we see a word in the document it’s very likely that the document is talking about this word.
transformation function word word document.	14  This transformation function is going to turn the raw count of word into a TF weight for the word in the document.
going turn weight document On xaxis TF previous implicitly	 This transformation function is going to turn the raw count of word into a TF weight for the word in the document  On the xaxis is the raw count and on the yaxis is the TF weight  In the previous ranking functions we actually have implicitly used some kind of transformation.
bit function count zero one.	 For example in the zeroone bit vector representation we actually used the binary transformation function as shown here  If the count is zero then it has zero weight  Otherwise it would have a weight of one.
With logarithm looks lines influence high weight it’s influence	 With a logarithm we can have a sublinear transformation that looks like the red lines in the figure  This will control the influence of a very high weight because it’s going to lower its influence yet it will retain the influence of a small count.
0 zero transformation.	 When k  0 we have a zero one bit transformation.
influence particular	 This upper bound is useful to control the influence of a particular term.
diminishing high single The BM25 upper bound effective.	 This ensures that we represent the intuition of diminishing return from high term counts  It also avoids a dominance by one single term over all others  The BM25 TF formula we discussed has an upper bound while being robust and effective.
In discuss issue far model term We global statistic IDF.	5 Document Length Normalization In this section we will discuss the issue of document length normalization  So far in our exploration of the vector space model we considered the TF or the count of a term in a document  We have also considered the global statistic IDF.
We considered global	 We have also considered the global statistic IDF.
considered length.	 However we have not considered the document length.
short words Conversely matchings query scattered manner.	 Document d4 is very short with only one hundred words  Conversely d6 has five thousand words  If you look at the matching of these query words we see that d6 has many more matchings of the query words one might reason that d6 may have matched these query words in a scattered manner.
For example think research article It abstract.	 For example think about a research paper article  It would use more words than the corresponding abstract.
If shorter average there’s reward.	 If it’s shorter than the average document length there’s even some reward.
document document length sense document gives benefit unit property parameter	 When we first divide the length of the document by the average document length this not only gives us some sense about how this document is compared with the average document length but also gives us the benefit of not worrying about the unit of length  This normalizer has an interesting property first we see that if we set the parameter b to zero then the normalizer value would be one indicating no length normalization at all.
If set value higher longer average document length smaller shorter sense penalization degree penalization	 If we set b to a nonzero value then the value would be higher for documents that are longer than the average document length whereas the value of the normalizer will be smaller for shorter documents  In this sense we see there’s a penalization for long documents and a reward for short documents  The degree of penalization is controlled by b.
In there’s long documents reward	 In this sense we see there’s a penalization for long documents and a reward for short documents.
degree penalization controlled By adjusting varies zero control	 The degree of penalization is controlled by b  By adjusting b which varies from zero to one we can control the degree of length normalization.
length normalization ranking shown 18 them.	 If we plug this length normalization factor into the vector space model ranking functions that we have already examined we will end up with stateoftheart retrieval models some of which are shown in Figure 6 18  Let’s take a look at each of them.
The pivoted tion TFIDF discussed The IDF appears	 The first one is called pivoted length normaliza tion  We see that it’s basically the TFIDF weighting model that we have discussed  The IDF component appears in the last term.
double sublinear We document length normalizer TF formula penalty smaller TF weight The document b.	 For this we have the double logarithm as we discussed before this is to achieve a sublinear transformation  We also put a document length normalizer in the denominator of the TF formula which causes a penalty for long documents since the larger the denominator is the smaller the TF weight is  The document length normalization is controlled by the parameter b.
This played determining However examine	 This has played an important role in determining the performance of the ranking function  However there are also other considerations that we did not really examine in detail.
We’ve assumed document bag words Obviously	 We’ve assumed that we can represent a document as a bag of words  Obviously we can see there are many other choices.
stop word don’t carry	 We also need to perform stop word removal this removes some very common words that don’t carry any content such as the a or of .
We latent documents belong We units like dimensions representation representation.	 We could use phrases or even latent semantic analysis which characterizes documents by which cluster words belong to  We can also use smaller units like character ngrams which are sequences of n characters as dimensions  In practice researchers have found that the bagofwords representation with phrases or “bagofphrases” is the most effective representation.
We use smaller character ngrams sequences characters In researchers bagofwords efficient far major search	 We can also use smaller units like character ngrams which are sequences of n characters as dimensions  In practice researchers have found that the bagofwords representation with phrases or “bagofphrases” is the most effective representation  It’s also efficient so this is still by far the most popular document representation method and it’s used in all the major search engines.
In practice bagofwords “bagofphrases” representation.	 In practice researchers have found that the bagofwords representation with phrases or “bagofphrases” is the most effective representation.
far search engines employ	 It’s also efficient so this is still by far the most popular document representation method and it’s used in all the major search engines  Sometimes we need to employ languagespecific and domainspecific represen tation  This is actually very important as we might have variations of the terms that prevent us from matching them with each other even though they mean the same thing.
languagespecific represen tation.	 Sometimes we need to employ languagespecific and domainspecific represen tation.
Take example segment text obtain originally sequence A word characters.	 Take Chinese for example  We first need to segment text to obtain word boundaries because it’s originally just a sequence of characters  A word might cor respond to one character or two characters or even three characters.
compute angle vectors distance dot reasons it’s it’s general consider weighting different ways measure regarded	 We could compute the cosine of the angle between two vectors or we can use a Euclidean distance measure  The dot product still seems the best and one of the reasons is because it’s very general in fact it’s sufficiently general  If you consider the possibilities of doing weighting in different ways cosine measure can be regarded as the dot product of two normal ized vectors.
consider possibilities different ways regarded dot normal vectors That means product.	 If you consider the possibilities of doing weighting in different ways cosine measure can be regarded as the dot product of two normal ized vectors  That means we first normalize each vector and then we take the dot product.
That equivalent measure We effective development changed BM25 fundamentally.	 That would be equivalent to the cosine measure  We mentioned that BM25 seems to be one of the most effective formulas—but there has also been further development in improving BM25 although none of these works have changed the BM25 fundamentally.
In people BM25F Here stands documents structure.	 In one line of work people have derived BM25F  Here F stands for field and this is BM25 for documents with structure.
stands documents	 Here F stands for field and this is BM25 for documents with structure.
These appropriate fields improve scoring document field combines scores global	 These can all be combined with an appropriate weight on different fields to help improve scoring for each document  Essentially this formulation applies BM25 on each field and then combines the scores but keeps global i e.
sublinear TF important 110 Chapter 6 Models contributes weight.	 Recall that in the sublinear transformation of TF the first occurrence is very important 110 Chapter 6 Retrieval Models and contributes a large weight.
term large combine counts extra occurrences occurrences method worked scoring structured	 If we do that for all the fields then the same term might have gained a large advantage in every field  When we just combine counts on each separate field the extra occurrences will not be counted as fresh first occurrences  This method has worked very well for scoring structured documents.
When counts extra counted fresh occurrences.	 When we just combine counts on each separate field the extra occurrences will not be counted as fresh first occurrences.
Summary In vector retrieval models relevance ing document query correlated implies query way high dimensional vector	3 7 Summary In vector space retrieval models we use similarity as a notion of relevance assum ing that the relevance of a document with respect to a query is correlated with the similarity between the query and the document  Naturally that implies that the query and document must be represented in the same way and in this case we represent them as vectors in a high dimensional vector space.
BM25 VS measures idea remains In space	 Finally BM25 and pivoted length nor malization seem to be the most effective VS formulas  While there has been some work done in improving these two powerful measures their main idea remains the same  In the next section we will discuss an alternative approach to the vector space representation.
different ranking vector model probabilistic define function based probability document	4 Probabilistic Retrieval Models In this section we will look at a very different way to design ranking functions than the vector space model that we discussed before  In probabilistic models we define the ranking function based on the probability that a given document d is relevant 6.
Note documents length	 Note that in the vector space model we assume that documents are all equal length vectors.
prob vector space section form similar types special case retrieval functions language	 The classic prob abilistic model has led to the BM25 retrieval function which we discussed in the vector space model section because its form is quite similar to these types of mod els  We will discuss another special case of probabilistic retrieval functions called language modeling approaches to retrieval.
likelihood effective models models line called divergencefrom randomness It’s models.	 In particular we’re going to discuss the query likelihood retrieval model which is one of the most effective models in probabilistic models  There is also another line of functions called divergencefrom randomness models such as the PL2 function Amati and Van Rijsbergen 2002  It’s also one of the most effective stateoftheart retrieval models.
1 q q 1 look specific trying compute q1.	 Clearly pR  1  d  q  pR  0  d  q  1  Let’s take a look at some specific examples  Suppose we are trying to compute this probability for d1 d2 and d3 for q1.
We d2 d3 q1 based basic retrieval model rank given d2 1.	 We now have a score for d1 d2 and d3 for q1  We can simply rank them based on these probabilities—that’s the basic idea of probabilistic retrieval model  In our example it’s going to rank d2 above all the other documents because in all the cases given q1 and d2 R  1.
documents cases given d2 1 volumes clickthrough learn results small	 In our example it’s going to rank d2 above all the other documents because in all the cases given q1 and d2 R  1  With volumes of clickthrough data a search engine can learn to improve its results  This is a simple example that shows that with even a small number of entries we can already estimate some probabilities.
shows estimate	 This is a simple example that shows that with even a small number of entries we can already estimate some probabilities.
19 assumption table.	19  Otherwise we would have similar problems as before  By making this assumption we have some way to bypass the big table.
Otherwise similar bypass big	 Otherwise we would have similar problems as before  By making this assumption we have some way to bypass the big table.
example.	 Let’s look at how this new model works for our example.
	 6.
Figure 6 assumes user ideal document document’s In “presidential campaign news.	 Figure 6 20 shows how the query likelihood model assumes a user imagines some ideal document and generates a query based on that ideal document’s con tent  In this example the ideal document is about “presidential campaign news.
Whether allowed conditional probability	 Whether a user actually follows this pro cess is a different question  Importantly though this assumption has allowed us to formally characterize the conditional probability of a query given a document without relying on the big table that was presented earlier.
allowed formally given table	 Importantly though this assumption has allowed us to formally characterize the conditional probability of a query given a document without relying on the big table that was presented earlier.
Since likelihood probability query words word probability product query relative document.	 Since we are computing a query likelihood then the total probability is the probability of this particular query which is a sequence of words  Since we make the assumption that each word is generated independently the probability of the query is just a product of the probability of each query word where the probability of each word is just the relative frequency of the word in the document.
word generated independently probability product probability query frequency	 Since we make the assumption that each word is generated independently the probability of the query is just a product of the probability of each query word where the probability of each word is just the relative frequency of the word in the document.
word update word assumption user word update	 Consider the word update none of the documents contain this word  According to our assumption that a user would pick a word from a document to generate a query the probability of obtaining a word like update 116 Chapter 6 Retrieval Models would be zero.
cause documents query.	 Clearly this causes a problem because it would cause all these documents to have zero probability of generating this query.
word order fix necessarily improved model Instead let’s imagine actually language Figure	 We have made an assumption that every query word must be drawn from the document in the user’s mind—in order to fix this we have to assume that the user could have drawn a word not necessarily from the document  So let’s consider an improved model  Instead of drawing a word from the document let’s imagine that the user would actually draw a word from a document language model as depicted in Figure 6.
Instead drawing word actually word document model 6.	 Instead of drawing a word from the document let’s imagine that the user would actually draw a word from a document language model as depicted in Figure 6.
23 possible language models based d1 mining independence pq probability documents probabilities	23 we show two possible language models based on documents d1 and d2 and a query data mining algorithms  By making an independence assump tion we could have pq  d as a product of the probability of each query word in each document’s language model  We score these two documents and then rank them based on the probabilities we calculate.
formally state query q w2	 Let’s formally state our scoring process for query likelihood  A query q contains the words q  w1 w2   .
scoring ranking probability given document	    wn such that q  n  The scoring or ranking function is then the probability that we observe q given that a user is thinking of a particular document d.
function probability q document	 The scoring or ranking function is then the probability that we observe q given that a user is thinking of a particular document d.
5 We avoid probabilities underflow precision loss.	 6 5 We do this to avoid having numerous small probabilities multiplied together which could cause underflow and precision loss.
transforming rithm maintain order underflow problem.	 By transforming using a loga rithm we maintain the order of these documents while simultaneously avoiding the underflow problem.
term equation sum iterate word Essentially considering query contribution	 Note the last term in the equation above in this sum we have a sum over all the possible words in the vocabulary V and iterate through each word in the query  Essentially we are only considering the words in the query because if a word is not in the query its contribution to the sum would be zero.
Smoothing Document Model likelihood score probabilities given i.	2 Smoothing the Document Language Model When calculating the query likelihood retrieval score recall that we take a sum of log probabilities over all of the query words using the probability of a word in the query given the document i.
In detail.	 In this section we look into this task in more detail.
This smoothing improving	 This is called smoothing and smoothing has to do with improving the estimate by including the probabilities of unseen words.
case choice collection That going assume proportional probability collection.	 In the case of retrieval a natural choice would be to take the collection LM as the reference LM  That is to say if you don’t observe a word in the document we’re going to assume that the probability of this word would be proportional to the probability of the word in the whole collection.
Now smoothing formula plug ranking Figure	 Now that we have this smoothing formula we can plug it into our query likeli hood ranking function illustrated in Figure 6.
allows likelihood efficiently consider query.	 The second benefit is that it also allows us to compute the query likelihood more efficiently since we only need to consider terms matched in the query.
This words smooth document collection words w ∈ .	 This is much better than if we take the sum over all the words  After we smooth the document using the collection language model we would have nonzero probabilities for all the words w ∈ V .
query vector model dot product frequency vector query corresponding effect TF IDF weighting.	 First we can already see it has a frequency of the word in the query just like in the vector space model  When we take the dot product the word frequency in the query appears in the sum as a vector element from the query vector  The corresponding term from the document vector encodes a weight that has an effect similar to TF IDF weighting.
This means popular term smaller Only	 This means a popular term carries a smaller weight—this is precisely what IDF weighting is doing Only now we have a different form of TF and IDF.
It mass long assume observed words written If document unseen words need smoothing	 It encodes how much probability mass we want to give to unseen words or how much smoothing we are allowed to do  Intuitively if a document is long then we need to do less smoothing because we can assume that it is large enough that we have probably observed all of the words that the author could have written  If the document is short the number of unseen words is expected to be large and we need to do more smoothing in this case.
smoothing assume probably observed words written short number large smoothing case.	 Intuitively if a document is long then we need to do less smoothing because we can assume that it is large enough that we have probably observed all of the words that the author could have written  If the document is short the number of unseen words is expected to be large and we need to do more smoothing in this case.
Thus penalizes documents smaller long The αd occurs places Thus necessarily long documents αd penalize long specific way.	 Thus αd penalizes long documents since it tends to be smaller for long documents  The variable αd actually occurs in two places  Thus its overall effect may not necessarily be penalizing long documents but as we will see later when we consider smoothing methods αd would always penalize long documents in a specific way.
variable αd actually occurs	 The variable αd actually occurs in two places.
necessarily documents smoothing methods αd specific way.	 Thus its overall effect may not necessarily be penalizing long documents but as we will see later when we consider smoothing methods αd would always penalize long documents in a specific way.
Imagine logarithm TF IDF modeling given achieves “weights In summary models rules	 Imagine if we drop this logarithm we would still have TF and IDF weighting  But what’s nice with probabilistic modeling is that we are automatically given a logarithm function which achieves sublinear scaling of our term “weights ” In summary a nice property of probabilistic models is that by following some assumptions and probabilistic rules we’ll get a formula by derivation.
general use word higher That proportional probability entire we’ve derive query retrieval models vector space TFIDF normalization.	 The general idea of smoothing in retrieval is to use the collection language model to give us some clue about which unseen word would have a higher proba bility  That is the probability of the unseen word is assumed to be proportional to its probability in the entire collection  With this assumption we’ve shown that we can derive a general ranking formula for query likelihood retrieval models that au tomatically contains the vector space heuristics of TFIDF weighting and document length normalization.
We having following∑ q log pseenw d C q αd	 We end up having a retrieval function that looks like the following∑ w∈d q cw q log pseenw  d αd   pw  C q log αd .
pw query sum count terms query weight term	 pw  C q log αd   6 7 We can see it’s a sum of all the matched query terms and inside the sum it’s a count of terms in the query with some weight for the term in the document.
7 it’s sum matched terms inside sum terms query term IDF captured term αd	7 We can see it’s a sum of all the matched query terms and inside the sum it’s a count of terms in the query with some weight for the term in the document  We saw in the previous section how TF and IDF are captured in this sum  We also mentioned how the second term αd can be used for document length normalization.
previous section captured sum We mentioned αd length normalization.	 We saw in the previous section how TF and IDF are captured in this sum  We also mentioned how the second term αd can be used for document length normalization.
mentioned document length normalization.	 We also mentioned how the second term αd can be used for document length normalization.
This smoothing	 This is also called JelinekMercer smoothing  The idea is actually quite simple.
Figure estimate document	 The idea is actually quite simple  Figure 6 26 shows how we estimate the document language model by using MLE.
distri probability words document currently	 By mixing the two distri butions together we achieve the goal of assigning nonzero probability to unseen words in the document that we’re currently scoring.
	 pw  C 1 − λ .
	 Based on Figure 6.
pw μ words 100 p“network”d 0.	 pw  C d  μ   6 8 Document d Total words  100 p“network”d   0.
08	08 … computer 0.
0 … 6.	001 network 0 001 mining 0 0009 … Figure 6.
Chapter Here change MLE count	 126 Chapter 6 Retrieval Models Here we can easily see what change we have made to the MLE  In this form we see that we add a count of μ .
In form .	 In this form we see that we add a count of μ .
word corpus C pseudocounts.	 pw  C to every word which is proportional to the probability of w in the entire corpus  We pretend every word w has μ   pw  C additional pseudocounts.
For prior αd dμ coefficient collection language slightly detailed consult A.	 For Dirichlet prior we have αd μ dμ which is the interpolation coefficient applied to the collection language model  For a slightly more detailed derivation of these variables the reader may consult Appendix A.
consult A Now defined likelihood	 For a slightly more detailed derivation of these variables the reader may consult Appendix A  Now that we have defined pseen and αd for both smoothing methods let’s plug these variables in the original smoothed query likelihood retrieval function.
defined αd let’s plug original query likelihood function start JelinekMercer smoothing pseenw d pw λ .	 Now that we have defined pseen and αd for both smoothing methods let’s plug these variables in the original smoothed query likelihood retrieval function  Let’s start with JelinekMercer smoothing pseenw  d αd   pw  C 1 − λ .
Let’s JelinekMercer αd pw .	 Let’s start with JelinekMercer smoothing pseenw  d αd   pw  C 1 − λ .
Finally d form length overall αd clearly long	 Finally we can see the d in the denominator is a form of document length normalization since as d grows the overall term weight would decrease suggesting that the impact of αd in this case is clearly to penalize a long document.
We know pseen d d cw d μ .	 We know what pseen is and we know that αd  μ dμ pseenw  d  cw d  μ   pw  C d  μ d d  μ   cw d d  μ d  μ .
pw 11 αd	 pw  C 6 11 therefore pseenw  d αd .
pwC dμ cw d C 6.	pwC dμ 1  cw d μ   pw  C   6.
pw C q log d	 pw  C q log μ μ  d   6.
form function looks scoring	 6 13 The form of the function looks very similar to the JelinekMercer scoring func tion.
Dirichlet prior normalization ferently JelinekMercer smoothing Here document large extra score d small mass effectively rewarding short	 The difference here is that Dirichlet prior smoothing can capture document length normalization dif ferently than JelinekMercer smoothing  Here we have retained the q log αd term since αd depends on the document namely d  If d is large then less extra mass is added onto the final score if d is small more extra mass is added to the score effectively rewarding a short document.
Here log αd term αd depends If d extra mass final score effectively rewarding short	 Here we have retained the q log αd term since αd depends on the document namely d  If d is large then less extra mass is added onto the final score if d is small more extra mass is added to the score effectively rewarding a short document.
In cases able function articulated heuristic space els.	 In most cases we can see by using these smoothing methods we will be able to reach a retrieval function where the assumptions are clearly articulated making them less heuristic than some of the vector space mod els.
didn’t explicitly naturally arrived TFIDF weighting document normaliza justifying inclusion smoothing λ μ need set smoothing parameters estimate	 Even though we didn’t explicitly set out to define the popular VS heuristics in the end we naturally arrived at TFIDF weighting and document length normaliza tion perhaps justifying their inclusion in the VS models  Each of these functions also has a smoothing parameter λ or μ with an intuitive meaning  Still we need to set these smoothing parameters or estimate them in some way.
Each functions parameter	 Each of these functions also has a smoothing parameter λ or μ with an intuitive meaning.
generated query If document proportional collection smoothing background	 Query words are generated independently allowing us to decompose the probability of the whole query into a product of probabilities of observed words in the query  3  If a word is not seen in the document its probability is proportional to its probability in the collection smoothing with the background collection.
smoothing JelinekMercer smoothing Dirichlet smoothing.	 Finally we made one of two assumptions about the smoothing using either JelinekMercer smoothing or Dirichlet prior smoothing.
likelihood retrieval model proposed useful BM25 retrieval Robertson 2009.	 The query likelihood retrieval model was initially proposed in Ponte and Croft 1998  A useful reference for the BM25 retrieval function is Robertson and Zaragoza 2009.
First retrieve contain query	 First we used computer to retrieve all the documents that contain that word  That is imagine the query is computer  Then the results will be those documents that contain computer.
That query	 That is imagine the query is computer  Then the results will be those documents that contain computer.
k estimate probabilities counting set topic language model.	 We take the top k results that match computer well and we estimate term probabilities by counting them in this set for our topic language model.
background language choose terms set collection contrast ideas we’ll related These related expand query documents words like original query.	 Lastly we use the background language model to choose the terms that are frequent in this retrieved set but not frequent in the whole collection  If we contrast these two ideas what we can find is that we’ll learn some related terms to computer  These related words can then be added to the original query to expand the query which helps find documents that don’t necessarily match computer but match other words like program and software that may not have been in the original query.
user clicked skipped gives document useful	 Instead we are going to observe how the users interact with the search results by observing their clickthroughs  If a user clicked on one document and skipped another this gives a clue about whether a document is useful or not.
If user clicked document gives clue document useful not.	 If a user clicked on one document and skipped another this gives a clue about whether a document is useful or not.
We place query vector term closer relevant documents weights terms terms result query	 We want to place the query vector in a better position in the high dimensional term space plotting it closer to relevant documents  We might adjust weights of old terms or assign weights to new terms in the query vector  As a result the query will usually have more terms which is why this is often called query expansion.
The query vector positive	 The query vector is in the center and the  positive or − negative represent documents.
diagram vector circle encompasses This basic idea	 By looking at this diagram we see that we should move the query vector so that the dotted circle encompasses more  documents than − documents  This is the basic idea behind Rocchio feedback.
Algebraically formula vector notation clarity α	 Algebraically it means we have the following formula using the arrow vector notation for clarity qm  α   q  β Dr .
q ∑ dj∈Dr dj γ dj∈Dn	 q  β Dr   ∑ dj∈Dr dj − γ Dn   ∑ dj∈Dn dj  7.
Dr set relevant feedback documents feedback β γ vector terms movement original query factor terms boosted factor shrunk γ .	 Dr is the set of relevant feedback documents and Dn is the set of nonrelevant feedback documents  Additionally we have the parameters α  β  and γ which are weights that control the amount of movement of the original vector  In terms of movement we see that the terms in the original query are boosted by a factor of α and terms from positive documents are boosted by a factor of β while terms from negative documents are shrunk by a factor of γ .
The negative feedback − pres food d1 1.	 The negative feedback documents are prefixed with −  news about pres  campaign food text − d1  1.
campaign d1	 campaign food text − d1  1 5 0.
1 0 0.	1 0 0 0 0 0.
0.	0 0 0 0.
0.	0 0.
0 0 0 d2	0 0 0 − d2  1 5 0.
3 0 2	0 3 0 2 0 0.
0.	5 0.
0	0 2 0 0 0.
02 02.	02 02.
5γ α 067γ 2β − 2.	5γ  α − 0 067γ  α  3 5β  α  2β − 2.
−1 33γ 0 Chapter We query weight happened one.	67γ  −1 33γ  0  138 Chapter 7 Feedback We have the parameter α controlling the original query term weight which all happened to be one.
α controlling original	 138 Chapter 7 Feedback We have the parameter α controlling the original query term weight which all happened to be one.
apply method problem centroids weights vector contain weights considering small words.	 If we apply this method in practice we will see one potential problem we would be performing a somewhat large computation to calculate the centroids and modify all the weights in the new query  Therefore we often truncate this vector and only retain the terms which contain the highest weights considering only a small number of words.
efficiency examples non useful compared positive examples.	 This is for efficiency  Additionally negative examples or non relevant examples tend not to be very useful especially compared with positive examples.
examples positive examples reason distract average doesn’t exactly positive documents tend direction respect query.	 Additionally negative examples or non relevant examples tend not to be very useful especially compared with positive examples  One reason is because negative documents distract the query in all directions so taking the average doesn’t really tell us where exactly it should be moving to  On the other hand positive documents tend to be clustered together and they are often in a consistent direction with respect to the query.
7 2 Models This section feedback making term independence.	 7 2 Feedback in Language Models This section is about feedback for language modeling in the query likelihood model of information retrieval  Recall that we derive the query likelihood ranking function by making various assumptions such as term independence.
information assumed words ideal document easy information.	 Many times the feedback information is additional information about the query but since we assumed that the query is generated by assembling words from an ideal document language model we don’t have an easy way to add this additional information.
retrieval model generalizes term able general	 On top we have the query likelihood retrieval function  The KLdivergence retrieval model generalizes the query term frequency into a probabilistic distribution  This distribution is the only difference which is able to characterize the user’s query in a more general way.
difference language KLdivergence	 difference between two distributions one is the query model pw  θ̂Q and the other is the document language model from before  We won’t go into detail on KLdivergence but there is a more detailed explanation in appendix C.
won’t appendix C q ∑ w2q cw log f q pwC log cw Q — Q pwθ̂Q αd likelihood Query KLdivergence cross entropy	 We won’t go into detail on KLdivergence but there is a more detailed explanation in appendix C  f q d pseenwd — αd pwC ∑ w2d w2q cw q log   n log αd f q d pseenwd — αd pwC ∑ w2dpwθQ0 pwθ̂Q log cw Q — Q pwθ̂Q log αd Query likelihood Query LM KLdivergence cross entropy Figure 7.
d — αd cw log αd f αd log Q Q likelihood LM KLdivergence Figure 7 KLdivergence changes represent	 f q d pseenwd — αd pwC ∑ w2d w2q cw q log   n log αd f q d pseenwd — αd pwC ∑ w2dpwθQ0 pwθ̂Q log cw Q — Q pwθ̂Q log αd Query likelihood Query LM KLdivergence cross entropy Figure 7 3 The KLdivergence retrieval model changes the way we represent the query.
3 KLdivergence incorporated	3 The KLdivergence retrieval model changes the way we represent the query  This enables feedback information to be incorporated into the query more easily.
recover likelihood formula query query length term constant Figure document estimate model compute D.	 We can recover the original query likelihood formula by simply setting the query language model to be the relative frequency of a word in the query which eliminates the query length term n  q which is a constant  Figure 7 4 shows that we first estimate a document language model then we estimate a query language model and we compute the KLdivergence often denoted by D.
Figure shows estimate language model estimate query language model KLdivergence	 Figure 7 4 shows that we first estimate a document language model then we estimate a query language model and we compute the KLdivergence often denoted by D.
The	 Of course these extremes are generally not desirable  The main question is how to compute this θF .
isn’t good interpolate original model Clearly rid stop words.	 This isn’t very good for feedback be cause we will be adding many such words to our query when we interpolate with our original query language model  Clearly we need to get rid of these stop words.
we’re talk approach	 Instead we’re going to talk about another approach which is more principled.
In duce probability explain	 In order to re duce its probability in this model we have to have another model to explain such a common word.
Conversely λ going use words Once way exactly adjust set best asking model explain we’re going explain	 Conversely if λ is very small we’re going to use only our topic words  Once we’re thinking this way we can do exactly the same as what we did before by using MLE to adjust this model and set the parameters to best explain the data  The difference however is that we are not asking the unknown topic model alone to explain all the words rather we’re going to ask the whole mixture model to explain the data.
thinking way explain	 Once we’re thinking this way we can do exactly the same as what we did before by using MLE to adjust this model and set the parameters to best explain the data.
The asking unknown topic going explain data As result doesn’t high probabilities exactly	 The difference however is that we are not asking the unknown topic model alone to explain all the words rather we’re going to ask the whole mixture model to explain the data  As a result it doesn’t have to assign high probabilities to words like the which is exactly what we want.
log feedback ments F parameter λ feedback documents.	 Mathematically we have to compute the log likelihood of the feedback docu ments F with another parameter λ which denotes noise in the feedback documents.
it’s fixed word probabilities θ	 Assuming it’s fixed then we only have word probabilities θ as parameters just like in the simplest unigram language model.
1 −	 log 1 − λ   pw  θ  λ .
Here problem opti	 Here though the mathematical problem is to solve this opti mization problem.
We possible values expression probability query course values θ use EM algo rithm parameters	 We could try all possible θ values and select the one that gives the whole expression the maximum probability  Once we have done that we ob tain this θF that can be interpolated with the original query model to do feedback  Of course in practice it isn’t feasible to try all values of θ  so we use the EM algo rithm to estimate its parameters Zhai and Lafferty 2001.
multiple component model discuss chapter 17 Figure feedback web	 Such a model involving multiple component models combined together is called a mixture model and we will further discuss such models in more detail in the topic analysis chapter Chapter 17  Figure 7 6 shows some examples of the feedback model learned from a web docu ment collection for performing pseudo feedback.
feedback docu collection pseudo We 10 documents use λ 0 λ	6 shows some examples of the feedback model learned from a web docu ment collection for performing pseudo feedback  We just use the top 10 documents and we use the mixture model with parameters λ  0 9 and λ  0.
air port documents returned engine feed model.	 The query is air port security  We select the top ten documents returned by the search engine for this query and feed them to the mixture model.
	 But we also see beverage alcohol bomb and terrorist.
λ “choose” probability background text rely model topic model	 Remember that λ can “choose” the probability of using the background model to generate to the text  If we don’t rely much on the background model we still have to use the topic model to account for the common words.
Buckley Xu A available 2009 2010 appears effective model pseudo feedback.	 Buckley 1994 Xu and Croft 1996  A comparison of feedback approaches in language models is available in Lv and Zhai 2009  The positional relevance model proposed in Lv and Zhai 2010 appears to be one of the most effective methods for estimating a query language model for pseudo feedback.
